location,is_global,year,category,category_standard,rank_position,query
Argentina,False,2019,Qué,What Is / Questions,5,Qué es una kufiya
Argentina,False,2019,Series y programas de TV,TV Shows,1,Chernobyl
Argentina,False,2019,Series y programas de TV,TV Shows,2,Game of Thrones
Argentina,False,2019,Series y programas de TV,TV Shows,3,El Marginal 3
Argentina,False,2019,Series y programas de TV,TV Shows,4,Campanas en la noche
Argentina,False,2019,Series y programas de TV,TV Shows,5,Pequeña Victoria
Argentina,False,2020,Acontecimientos,Events,1,Elecciones Estados Unidos
Argentina,False,2020,Acontecimientos,Events,2,Hot Sale
Argentina,False,2020,Acontecimientos,Events,3,Roland Garros
Argentina,False,2020,Acontecimientos,Events,4,Champions League
Argentina,False,2020,Acontecimientos,Events,5,NBA Playoffs
Argentina,False,2020,Búsquedas 2020,Searches,1,Coronavirus
Argentina,False,2020,Búsquedas 2020,Searches,2,Google Classroom
Argentina,False,2020,Búsquedas 2020,Searches,3,Trámites a distancia
Argentina,False,2020,Búsquedas 2020,Searches,4,Elecciones Estados Unidos
Argentina,False,2020,Búsquedas 2020,Searches,5,Permiso para circular
Argentina,False,2020,Cómo,How To,1,Cómo saber si cobro los 10.000 de ANSES
Argentina,False,2020,Cómo,How To,2,Cómo hacer barbijos
Argentina,False,2020,Cómo,How To,3,Cómo hacer alcohol en gel
Argentina,False,2020,Cómo,How To,4,Cómo se contagia el coronavirus
Argentina,False,2020,Cómo,How To,5,Cómo sacar el permiso para circular
Argentina,False,2020,Dónde,Unmapped,1,Dónde cobro el IFE
Argentina,False,2020,Dónde,Unmapped,2,Dónde queda Villa Azul
Argentina,False,2020,Dónde,Unmapped,3,Dónde retiro la tarjeta Alimentar
Argentina,False,2020,Dónde,Unmapped,4,Dónde queda Beirut
Argentina,False,2020,Dónde,Unmapped,5,Dónde se originó el coronavirus
Argentina,False,2020,En casa,Unmapped,1,Arcor en casa
Argentina,False,2020,En casa,Unmapped,2,Quedate en casa
Argentina,False,2020,En casa,Unmapped,3,Juegos en casa
Argentina,False,2020,En casa,Unmapped,4,Diploma especial quedate en casa
Argentina,False,2020,En casa,Unmapped,5,Ejercicios en casa
Argentina,False,2020,Personas,People,1,Diego Maradona
Argentina,False,2020,Personas,People,2,Kobe Bryant
Argentina,False,2020,Personas,People,3,Naya Rivera
Argentina,False,2020,Personas,People,4,Luis Alberto Spinetta
Argentina,False,2020,Personas,People,5,Elsa Serrano
Argentina,False,2020,Qué,What Is / Questions,1,Qué es el coronavirus
Argentina,False,2020,Qué,What Is / Questions,2,Qué es el estado de sitio
Argentina,False,2020,Qué,What Is / Questions,3,Qué pasó el día que nací
Argentina,False,2020,Qué,What Is / Questions,4,Qué es el AMBA
Argentina,False,2020,Qué,What Is / Questions,5,Qué es el dengue
Argentina,False,2020,Recetas,Recipes,1,Receta de medialunas
Argentina,False,2020,Recetas,Recipes,2,Receta de pan casero
Argentina,False,2020,Recetas,Recipes,3,Receta de flan casero
Argentina,False,2020,Recetas,Recipes,4,Receta de panqueques
Argentina,False,2020,Recetas,Recipes,5,Receta de ñoquis de papa
Argentina,False,2020,Series y programas de TV,TV Shows,1,Cobra Kai
Argentina,False,2020,Series y programas de TV,TV Shows,2,Gambito de dama
Argentina,False,2020,Series y programas de TV,TV Shows,3,Floricienta
Argentina,False,2020,Series y programas de TV,TV Shows,4,Poco ortodoxa
Argentina,False,2020,Series y programas de TV,TV Shows,5,MasterChef
Australia,False,2003,Popular Movies,Movies,1,2 Fast 2 Furious
Australia,False,2003,Popular Movies,Movies,2,Lord of the Rings
Australia,False,2003,Popular Movies,Movies,3,Finding Nemo
Australia,False,2003,Popular Movies,Movies,4,Texas Chainsaw Massacre
Australia,False,2003,Popular Movies,Movies,5,Pirates of the Caribbean
Australia,False,2003,Popular Queries,Unmapped,1,Australian Idol
Australia,False,2003,Popular Queries,Unmapped,2,Christina Aguilera
Australia,False,2003,Popular Queries,Unmapped,3,Britney Spears
Australia,False,2003,Popular Queries,Unmapped,4,Qantas
Australia,False,2003,Popular Queries,Unmapped,5,Eminem
Australia,False,2003,Popular Sports-Related Queries,Sports,1,Melbourne Cup
Australia,False,2003,Popular Sports-Related Queries,Sports,2,Rugby World Cup
Australia,False,2003,Popular Sports-Related Queries,Sports,3,Surfing
Australia,False,2003,Popular Sports-Related Queries,Sports,4,Jonny Wilkinson
Australia,False,2003,Popular Sports-Related Queries,Sports,5,Soccer
Australia,False,2008,Most Popular,Searches,1,Games
Australia,False,2008,Most Popular,Searches,2,Sydney
Australia,False,2008,Most Popular,Searches,3,YouTube
Australia,False,2008,Most Popular,Searches,4,Myspace
Australia,False,2008,Most Popular,Searches,5,Facebook
Australia,False,2008,Top Crises,Unmapped,1,Financial
Australia,False,2008,Top Crises,Unmapped,2,Time
Australia,False,2008,Top Crises,Unmapped,3,Credit
Australia,False,2008,Top Crises,Unmapped,4,Cuban Missle
Australia,False,2008,Top Crises,Unmapped,5,Economic
Australia,False,2008,Top Movies,Movies,1,Australia
Australia,False,2008,Top Movies,Movies,2,The Dark Knight
Australia,False,2008,Top Movies,Movies,3,Indiana Jones
Australia,False,2008,Top Movies,Movies,4,Iron Man
Australia,False,2008,Top Movies,Movies,5,Hancock
Australia,False,2008,Top Olympians,Unmapped,1,Stephanie Rice
Australia,False,2008,Top Olympians,Unmapped,2,Usain Bolt
Australia,False,2008,Top Olympians,Unmapped,3,Grant Hackett
Australia,False,2008,Top Olympians,Unmapped,4,Michael Phelps
Australia,False,2008,Top Olympians,Unmapped,5,Eamon Sullivan
Australia,False,2008,Top Stores,Unmapped,1,Harvey Norman
Australia,False,2008,Top Stores,Unmapped,2,Target
Australia,False,2008,Top Stores,Unmapped,3,Coles
Australia,False,2008,Top Stores,Unmapped,4,Myer
Australia,False,2008,Top Stores,Unmapped,5,IKEA
Australia,False,2009,Fastest Rising,Searches,1,One HD
Australia,False,2009,Fastest Rising,Searches,2,Twitter.com
Australia,False,2009,Fastest Rising,Searches,3,Masterchef
Australia,False,2009,Fastest Rising,Searches,4,Melbourne Cup 2009
Australia,False,2009,Fastest Rising,Searches,5,Grooveshark
Australia,False,2011,Fastest Rising Searches,Searches,1,iPhone 5
Australia,False,2011,Fastest Rising Searches,Searches,2,Minecraft
Australia,False,2011,Fastest Rising Searches,Searches,3,Cyclone Yasi
Australia,False,2011,Fastest Rising Searches,Searches,4,Planking
Australia,False,2011,Fastest Rising Searches,Searches,5,Adele
Australia,False,2011,People,People,1,Adele
Australia,False,2011,People,People,2,Rebecca Black
Australia,False,2011,People,People,3,Amy Winehouse
Australia,False,2011,People,People,4,Steve Jobs
Australia,False,2011,People,People,5,Marco Simoncelli
Australia,False,2012,Australian Celebrities,People,1,Robin Gibb
Australia,False,2012,Australian Celebrities,People,2,Barry Gibb
Australia,False,2012,Australian Celebrities,People,3,Lara Bingle
Australia,False,2012,Australian Celebrities,People,4,Liam Hemsworth
Australia,False,2012,Australian Celebrities,People,5,Delta Goodrem
Australia,False,2012,Australian News Moments,News,1,Hurricane Sandy
Australia,False,2012,Australian News Moments,News,2,Julian Assange
Australia,False,2012,Australian News Moments,News,3,Felix Baumgartner
Australia,False,2012,Australian News Moments,News,4,Transit of Venus
Australia,False,2012,Australian News Moments,News,5,Melbourne Earthquake
Australia,False,2012,People,People,1,Whitney Houston
Australia,False,2012,People,People,2,Kate Middleton
Australia,False,2012,People,People,3,Morgan Freeman
Australia,False,2012,People,People,4,John Mccarthy
Australia,False,2012,People,People,5,Usain Bolt
Australia,False,2012,Searches,Searches,1,Gangnam Style
Australia,False,2012,Searches,Searches,2,The Voice
Australia,False,2012,Searches,Searches,3,One Direction
Australia,False,2012,Searches,Searches,4,Whitney Houston
Australia,False,2012,Searches,Searches,5,Olympics
Australia,False,2012,Songs,Music,1,Gangnam Style
Australia,False,2012,Songs,Music,2,Call Me Maybe
Australia,False,2012,Songs,Music,3,Skinny Love
Australia,False,2012,Songs,Music,4,Payphone
Australia,False,2012,Songs,Music,5,Pumped Up Kicks
Australia,False,2012,TV Shows,TV Shows,1,The Voice
Australia,False,2012,TV Shows,TV Shows,2,Big Brother
Australia,False,2012,TV Shows,TV Shows,3,The Shire
Australia,False,2012,TV Shows,TV Shows,4,The Block
Australia,False,2012,TV Shows,TV Shows,5,Revenge
Australia,False,2012,Top Lyric Searches,Music,1,Payphone Lyrics
Australia,False,2012,Top Lyric Searches,Music,2,Lego House Lyrics
Australia,False,2012,Top Lyric Searches,Music,3,Some Nights Lyrics
Australia,False,2012,Top Lyric Searches,Music,4,One Thing Lyrics
Australia,False,2012,Top Lyric Searches,Music,5,Starships Lyrics
Australia,False,2012,Trending Beers,Searches,1,Brisbane Bitter
Australia,False,2012,Trending Beers,Searches,2,Carlton Draught
Australia,False,2012,Trending Beers,Searches,3,Skinny Blonde
Australia,False,2012,Trending Beers,Searches,4,Crown Lager
Australia,False,2012,Trending Beers,Searches,5,XXXX
Australia,False,2012,What is...,What Is / Questions,1,What is SOPA
Australia,False,2012,What is...,What Is / Questions,2,What is Permeate
Australia,False,2012,What is...,What Is / Questions,3,What is Kony
Australia,False,2012,What is...,What Is / Questions,4,What is Scientology
Australia,False,2012,What is...,What Is / Questions,5,What is Yolo
Australia,False,2013,Celebrities,People,1,Paul Walker
Australia,False,2013,Celebrities,People,2,Cory Monteith
Australia,False,2013,Celebrities,People,3,Ricky Martin
Australia,False,2013,Celebrities,People,4,Amanda Bynes
Australia,False,2013,Celebrities,People,5,Rolf Harris
Australia,False,2013,Digital/Internet Lingo,Unmapped,1,Bitstrips
Australia,False,2013,Digital/Internet Lingo,Unmapped,2,Snapchat
Australia,False,2013,Digital/Internet Lingo,Unmapped,3,Bitcoin
Australia,False,2013,Digital/Internet Lingo,Unmapped,4,Vine
Australia,False,2013,Digital/Internet Lingo,Unmapped,5,Doge
Australia,False,2013,News Items of 2013,News,1,Boston Bombing
Australia,False,2013,News Items of 2013,News,2,North Korea News
Australia,False,2013,News Items of 2013,News,3,Royal Baby Name
Australia,False,2013,News Items of 2013,News,4,Typhoon Haiyan
Australia,False,2013,News Items of 2013,News,5,Costa Concordia
Australia,False,2013,Overall,Searches,1,Paul Walker
Australia,False,2013,Overall,Searches,2,Cory Monteith
Australia,False,2013,Overall,Searches,3,Royal Baby
Australia,False,2013,Overall,Searches,4,iPhone 5s
Australia,False,2013,Overall,Searches,5,North Korea
Australia,False,2013,People,People,1,Paul Walker
Australia,False,2013,People,People,2,Cory Monteith
Australia,False,2013,People,People,3,Nelson Mandela
Australia,False,2013,People,People,4,Tony Abbott
Australia,False,2013,People,People,5,Oscar Pistorius
Australia,False,2013,Politicians,Politicians,1,Tony Abbott
Australia,False,2013,Politicians,Politicians,2,Kevin Rudd
Australia,False,2013,Politicians,Politicians,3,Clive Palmer
Australia,False,2013,Politicians,Politicians,4,Sophie Mirabella
Australia,False,2013,Politicians,Politicians,5,Fiona Scott
Australia,False,2013,Song Lyrics,Music,1,Thrift Shop Lyrics
Australia,False,2013,Song Lyrics,Music,2,Wrecking Ball Lyrics
Australia,False,2013,Song Lyrics,Music,3,Blurred Lines Lyrics
Australia,False,2013,Song Lyrics,Music,4,Royals Lyrics
Australia,False,2013,Song Lyrics,Music,5,Same Love Lyrics
Australia,False,2013,Songs,Music,1,Gangnam Style
Australia,False,2013,Songs,Music,2,Blurred Lines
Australia,False,2013,Songs,Music,3,Wrecking Ball
Australia,False,2013,Songs,Music,4,Thrift Shop
Australia,False,2013,Songs,Music,5,Roar
Australia,False,2013,TV Shows,TV Shows,1,The Block
Australia,False,2013,TV Shows,TV Shows,2,My Kitchen Rules
Australia,False,2013,TV Shows,TV Shows,3,House Rules
Australia,False,2013,TV Shows,TV Shows,4,Big Brother
Australia,False,2013,TV Shows,TV Shows,5,Offspring
Australia,False,2014,Aussies,Unmapped,1,Schapelle Corby
Australia,False,2014,Aussies,Unmapped,2,Todd Carney
Australia,False,2014,Aussies,Unmapped,3,Iggy Azalea
Australia,False,2014,Aussies,Unmapped,4,Margot Robbie
Australia,False,2014,Aussies,Unmapped,5,Rolf Harris
Australia,False,2014,Digital / Internet Lingo,Unmapped,1,Tinder
Australia,False,2014,Digital / Internet Lingo,Unmapped,2,Neknominate
Australia,False,2014,Digital / Internet Lingo,Unmapped,3,Goat Simulator
Australia,False,2014,Digital / Internet Lingo,Unmapped,4,Ello
Australia,False,2014,Digital / Internet Lingo,Unmapped,5,Bitcoin
Australia,False,2014,Global People,People,1,Jennifer Lawrence
Australia,False,2014,Global People,People,2,Michael Schumacher
Australia,False,2014,Global People,People,3,Oscar Pistorius
Australia,False,2014,Global People,People,4,Jules Bianchi
Australia,False,2014,Global People,People,5,Jared Leto
Australia,False,2014,News Items of 2014,News,1,MH370 News
Australia,False,2014,News Items of 2014,News,2,Peaches Geldof Dead
Australia,False,2014,News Items of 2014,News,3,Cyclone Ita
Australia,False,2014,News Items of 2014,News,4,Michael Schumacher News
Australia,False,2014,News Items of 2014,News,5,Scottish Independence
Australia,False,2014,Searches,Searches,1,World Cup
Australia,False,2014,Searches,Searches,2,Malaysia Airlines
Australia,False,2014,Searches,Searches,3,Robin Williams
Australia,False,2014,Searches,Searches,4,Charlotte Dawson
Australia,False,2014,Searches,Searches,5,Phil Hughes
Australia,False,2015,Aussies,Unmapped,1,Jarryd Hayne
Australia,False,2015,Aussies,Unmapped,2,Malcolm Turnbull
Australia,False,2015,Aussies,Unmapped,3,Ivan Milat
Australia,False,2015,Aussies,Unmapped,4,Phil Walsh
Australia,False,2015,Aussies,Unmapped,5,Peter Allen
Australia,False,2015,Digital / Internet Lingo,Unmapped,1,Agario
Australia,False,2015,Digital / Internet Lingo,Unmapped,2,How Old Net
Australia,False,2015,Digital / Internet Lingo,Unmapped,3,Futbin
Australia,False,2015,Digital / Internet Lingo,Unmapped,4,OK Google
Australia,False,2015,Digital / Internet Lingo,Unmapped,5,Snapchat Emoji
Australia,False,2015,Global People,People,1,Caitlyn Jenner
Australia,False,2015,Global People,People,2,Paul Walker
Australia,False,2015,Global People,People,3,Charlie Sheen
Australia,False,2015,Global People,People,4,Jeremy Clarkson
Australia,False,2015,Global People,People,5,Natalia Kills
Australia,False,2015,News Items of 2015,News,1,Paris
Australia,False,2015,News Items of 2015,News,2,Bali 9
Australia,False,2015,News Items of 2015,News,3,Hepatitis A
Australia,False,2015,News Items of 2015,News,4,Cyclone Marcia
Australia,False,2015,News Items of 2015,News,5,Charlie Hebdo
Australia,False,2015,Searches,Searches,1,Netflix
Australia,False,2015,Searches,Searches,2,Rugby World Cup
Australia,False,2015,Searches,Searches,3,Lamar Odom
Australia,False,2015,Searches,Searches,4,Ronda Rousey
Australia,False,2015,Searches,Searches,5,Asian Cup
Australia,False,2016,Aussies (Trending),Searches,1,Mitchell Pearce
Australia,False,2016,Aussies (Trending),Searches,2,Molly Meldrum
Australia,False,2016,Aussies (Trending),Searches,3,Tara Brown
Australia,False,2016,Aussies (Trending),Searches,4,Pauline Hanson
Australia,False,2016,Aussies (Trending),Searches,5,Mel McLaughlin
Australia,False,2016,Global People (Trending),People,1,Donald Trump
Australia,False,2016,Global People (Trending),People,2,Hillary Clinton
Australia,False,2016,Global People (Trending),People,3,Conor McGregor
Australia,False,2016,Global People (Trending),People,4,Steven Avery
Australia,False,2016,Global People (Trending),People,5,Melania Trump
Australia,False,2016,Loss (Trending),Searches,1,David Bowie
Australia,False,2016,Loss (Trending),Searches,2,Prince
Australia,False,2016,Loss (Trending),Searches,3,Alan Rickman
Australia,False,2016,Loss (Trending),Searches,4,Muhammad Ali
Australia,False,2016,Loss (Trending),Searches,5,Christina Grimmie
Australia,False,2016,News (Trending),Searches,1,US election
Australia,False,2016,News (Trending),Searches,2,Census
Australia,False,2016,News (Trending),Searches,3,Pokemon Go
Australia,False,2016,News (Trending),Searches,4,Total solar eclipse
Australia,False,2016,News (Trending),Searches,5,Oscars 2016
Australia,False,2016,Overall Searches (Trending),Searches,1,US election
Australia,False,2016,Overall Searches (Trending),Searches,2,Olympics
Australia,False,2016,Overall Searches (Trending),Searches,3,Census
Australia,False,2016,Overall Searches (Trending),Searches,4,Euro 2016
Australia,False,2016,Overall Searches (Trending),Searches,5,Australian Open 2016
Australia,False,2016,Sporting Events (Trending),Sports,1,Olympics
Australia,False,2016,Sporting Events (Trending),Sports,2,Euro 2016
Australia,False,2016,Sporting Events (Trending),Sports,3,Australian Open 2016
Australia,False,2016,Sporting Events (Trending),Sports,4,Melbourne Cup 2016
Australia,False,2016,Sporting Events (Trending),Sports,5,UFC 205
Australia,False,2017,Aussies,Unmapped,1,Sophie Monk
Australia,False,2017,Aussies,Unmapped,2,Kate Fischer
Australia,False,2017,Aussies,Unmapped,3,Schapelle Corby
Australia,False,2017,Aussies,Unmapped,4,Ben McCormack
Australia,False,2017,Aussies,Unmapped,5,Dustin Martin
Australia,False,2017,Global people,People,1,Harvey Weinstein
Australia,False,2017,Global people,People,2,Ed Sheeran
Australia,False,2017,Global people,People,3,Kevin Spacey
Australia,False,2017,Global people,People,4,Gal Gadot
Australia,False,2017,Global people,People,5,Floyd Mayweather
Australia,False,2017,How to...?,How To,1,How to make slime
Australia,False,2017,How to...?,How To,2,How to make a fidget spinner
Australia,False,2017,How to...?,How To,3,How to make fluffy slime
Australia,False,2017,How to...?,How To,4,How to watch Mayweather vs McGregor
Australia,False,2017,How to...?,How To,5,How to buy Bitcoin
Australia,False,2017,Loss,Losses,1,Chris Cornell
Australia,False,2017,Loss,Losses,2,Hugh Hefner
Australia,False,2017,Loss,Losses,3,Chester Bennington
Australia,False,2017,Loss,Losses,4,Tom Petty
Australia,False,2017,Loss,Losses,5,Bill Paxton
Australia,False,2017,News,News,1,Cyclone Debbie
Australia,False,2017,News,News,2,North Korea
Australia,False,2017,News,News,3,Amazon Australia site
Australia,False,2017,News,News,4,Hurricane Irma
Australia,False,2017,News,News,5,Bali volcano
Australia,False,2017,Overall searches,Searches,1,Australian Open 2017
Australia,False,2017,Overall searches,Searches,2,Melbourne Cup 2017
